Status,Type,City,Area,Name,EPCode,HJ212MN,ADCode,USCCode,NEICode,NEIName,Industry,Corporate,Address,Latitude,Longitude,Remark
1,10,宿迁市,泗洪县,泗洪水务有限责任公司,321300000075,321300000075888888889101,321324,91321324089357291M,D4620,污水处理及其再生利用,污水处理,李成熙,泗洪县泰山2号,118.238699,33.467157,泗洪县城北污水处理有限公司/泗洪水务有限责任公司位于江苏宿迁市，于2012年7月正式建成投入运行，泗洪县城北污水处理有限公司/泗洪水务有限责任公司采取的污水处理工艺为氧化沟，其设计规模为2.50万立方米/日，平均日处理规模达到0.79万立方米/日，执行的排放标准为《城镇污水处理厂污染物排放标准》（GB18918-2002）一级B排放标准。
0,10,宿迁市,宿豫区,宿迁桑德水务有限公司,321300000084,321300000084888888889101,321311,91321311MA1MRDD39H,D4620,污水处理及其再生利用,污水处理,马伟,宿迁生态化工科技产业园燕山路1号,118.368006,34.112652,
0,20,宿迁市,宿城区,光大环保能源（宿迁）有限公司,3213010200004515,321301020000451588889301,321302,91321300551158744G,D4417,生物质能发电,电力,蔡曙光,宿迁市宿城区复旦路66号,118.171802,33.933802,光大环保能源（宿迁）有限公司日处理垃圾规模为600吨， 年处理生活垃圾30万吨，工程配置两台300吨/天的垃圾焚烧炉，一台12MW汽轮机发电机组。垃圾焚烧产生的烟气处理采用SNCR+半干法+干法脱酸+活性炭喷射+布袋除尘先进工艺，保证尾气各项污染排放指标远优于国家标准。
1,30,南京市,六和区,华能南京热电有限公司,3201950200003276,320195020000327688889201,320174,91320193088084615B,D4411,火力发电,电力,曹植华,江苏省南京市六合区玉带镇通江集村,118.881740,32.203556,华能南京热电有限公司采用石灰石/石膏脱硫和SCR尿素脱硝设施，采用电除尘设备，机组采用DCS系统控制，自动化程度高。公司安装2台32万干瓦全套引进俄罗斯燃煤超临界机组，累计完成发电量541.72亿千瓦时，累计上交国家税金13.16亿元。2019年发电量达27.62亿千瓦时。
0,20,南京市,高淳区,光大再生能源（南京）有限公司,3201180200002646,320118020000264688889301,320118,913201183364036637,D4417,生物质能发电,电力,蔡曙光,江苏省南京市高淳区东坝镇新源路1号,119.071052,31.305594,经营范围包括垃圾处理厂的建设、经营；资源化处理城乡生活垃圾、秸秆、固体废弃物，生产合成气及发电；研究开发垃圾处理技术；固体废弃物填埋场的运营管理，处理工艺为SNCR+焚烧炉+半干脱酸+消石灰+活性炭+布袋除尘。
0,10,南京市,鼓楼区,南京金州城北污水处理有限公司,320100000136,320100000136888888889101,320106,91320100667374553N,D4620,污水处理及其再生利用,污水处理,朱瑞亭,南京鼓楼区宝塔桥西街1号,118.743161,32.107364,
1,10,南京市,浦口区,光大水务（南京）有限公司,320100000188,320100000188888888889101,320111,91320100780673715Q,D4620,污水处理及其再生利用,污水处理,杜德荣,江苏省南京市浦口区江浦街道,118.636373,32.019505,南京市浦口区珠江污水处理厂于2016年建设，江苏南京市浦口区珠江污水处理厂采用较为先进的污水处理工艺反硝化生物滤池→臭氧接触池→机械絮凝池→活性砂滤池，其设计规模为2万立方米/日，先期日处理规模达到2万立方米/日。项目工艺：进水→提升泵房→反硝化生物滤池（轻质滤料、投加碳源）→臭氧接触池→机械絮凝池（远期预留）→活性砂滤池（远期预留）→调节池（次氯酸钠消毒）→出水泵房→用户。 
0,10,南京市,栖霞区,南京金陵环境有限公司城北污水处理厂,3201000200013733,320100020001373388889101,320100,91320100726052299K,,,,张斌,南京市新港开发区恒通大道2-1号,118.858544,32.150881,
0,10,南京市,雨花台区,南京城南污水处理有限公司,3201140200802119,320114020080211988889101,320114000000,91320114MA200RH884,D462,污水处理及其再生利用,,戴明,南京市雨花台区龙腾南路15号,118.621790,31.930540,
0,10,连云港,连云区,连云港东港污水处理厂,320700000152881,320700000152881888889101,,,,,,,,,,
0,10,连云港,赣榆区,连云港赣榆云通水务有限公司,3207070201000200,790876671888888888889101,,,,,,,,119.302979,35.095055,赣榆县云通水务有限公司，坐落于江苏连云港市，厂区具体位于赣榆县柘汪镇响石村东侧，设计处理能力为日处理污水2.00万立方米。赣榆县云通水务有限公司自2012年6月正式投入运行以来，污水处理设备运转良好，日平均处理污水量为0.20 万立方米。该项目采用先进的污水处理设备，厂区主体工艺采用A2/O处理工艺。
0,10,连云港,海州区,连云港光大水务有限公司,3207060200115235,320700400004522888889191,,,,,,,,119.183454,34.652341,光大水务（连云港）有限公司成立于2005年06月21日，注册地位于连云港市海州区北郊路65-1号。光大水务（连云港）有限公司是中国光大水务有限公司全资子公司，是连云港市目前规模最大的城镇污水处理企业，公司下辖两个厂：大浦污水处理厂和墟沟污水处理厂。两厂现已建成投运的规模分别为10万吨/日及4万吨/日，均采用A2/O处理工艺，出水一级A排放标准执行。
0,30,连云港,海州区,江苏新海发电有限公司,320700000088,320700000212685888889201,,,,,,,,119.125129,34.574359,江苏新海发电有限公司坐落于连云港市古城海州，是一家在现代企业制度规范下的国有大型火力发电企业。企业装机容量115万千瓦，年发电能力可达66亿千瓦时，供热66万吨。
1,20,连云港,灌云县,光大城乡再生能源（灌云）有限公司,3207230200001590,320700400017551888889301,,913207003105549149,,,,孙先栋,连云港市灌云县经济开发区浙江中路南侧,119.260665,34.261905,光大城乡再生能源（灌云）有限公司由中国光大国际有限公司投资建设，投资总额约6亿元人民币，项目占地面积200亩，主要从事生物质与生活垃圾热电联产，配置规模为：2台75t/h高温、高压水冷炉排锅炉+2台18MW可调节抽凝式汽轮发电机组（生物质热电联产）+1×500t/d焚烧线+1×3MW背压式汽轮发电机组（垃圾焚烧热电联产），发电量约2.6亿KWh，节约标煤9.5万吨，并减排CO2达22万吨。
0,10,连云港,东海县,连云港西湖污水处理有限公司,320700000046,320722000022403888889101,,,,,,,,118.7223,34.514679,东海县西湖污水处理厂，坐落于江苏连云港市，设计处理能力为日处理污水2.00万立方米。东海县西湖污水处理厂自2006年12月正式投入运行以来，污水处理设备运转良好，日平均处理污水量为2.00 万立方米。该项目采用先进的污水处理设备，厂区主体工艺采用A2/O处理工艺。
